ID, full_names, score1, score2
22964, Luisa Byrnes, 21, 38
17034, Luis Grant, 48, 28
18855, Lex Cole, 29, 33
19357, Sheryl McBride, 21, 47
17693, Alicia Johnson, 23, 43
16832, Anton Dalton, 43, 29
17310, Kristian Grey, 39, 27
17443, Madeline Christie, 25, 25
15952, Robyn Kennedy, 44, 30
23969, Ruth Bradley, 39, 26
10325, Janice Steele, 39, 41
13480, Tamara Parkinson, 38, 24
21128, Loretta McLennan, 39, 38
15226, Julian Keating, 39, 49
28625, Pip Keane, 27, 24
12731, Phil Gardiner, 29, 46
28355, Gregory Fernandez, 26, 21
16298, Anton Paton, 27, 24
12340, Darryl Sims, 37, 43
13842, Amit Barclay, 40, 29
25299, Antony O'Neill, 48, 40
15351, Juanita Humphreys, 39, 47
11293, Jarrod Lloyd, 43, 49
15403, Russ McCormick, 37, 46
32196, Kenny Poole, 48, 28
10954, Evan Bright, 24, 45
25350, Laura Browne, 31, 22
12359, Jason Cummins, 24, 42
14925, Allan Cooper, 32, 36
15208, Jan McMillan, 26, 33
25322, Wesley Beveridge, 25, 47
25590, Marita Schulz, 44, 35
24806, Cameron Woodward, 35, 46
12539, Les Roach, 41, 41
18609, Tamara McGrath, 36, 35
14703, Belinda Nash, 27, 48
12487, Terence Leslie, 34, 37
16857, Kym Gilmore, 43, 30
20133, Sian Ryan, 28, 26
10237, Niall Lane, 41, 41
26497, Tim Olsen, 37, 25
22065, Lois McNeill, 39, 41
12287, Cathy Austin, 26, 48
21043, Agnes Harding, 38, 35
14335, Patrick Irvine, 22, 22
22286, Laurence Stephen, 24, 47
24226, Chrissy Boyce, 24, 48
27894, Luke Dempsey, 39, 26
15548, Carmel Baldwin, 24, 24
10476, Bernard Cullen, 45, 43
20719, Marcia Wilson, 34, 33
20378, Deb Gibbs, 48, 46
18279, Alec Harvey, 40, 33
16548, Florence Skinner, 30, 45
16886, Toby Harwood, 43, 39
17639, Kirk Gray, 38, 38
23221, Edwina Gray, 42, 43
14124, Terrence McCarthy, 28, 23
16387, Vanessa Davis, 28, 23
24270, Evan Hosking, 49, 42
18397, Eve Beer, 25, 20
10875, Faye Stephenson, 46, 47
32641, Kristine Marriott, 28, 36
10797, Melinda Connell, 24, 22
11603, Maxwell Morton, 37, 35
29678, Blake Parsons, 30, 43
14956, Margie Li, 47, 25
16012, Errol Atkinson, 40, 35
19295, Ingrid Dalton, 35, 26
13733, Brett Ross, 45, 38
15045, Joan Booth, 24, 35
12712, Darcy Gould, 29, 20
16518, Wally Armstrong, 36, 29
14321, Vivian Stevens, 45, 37
11978, Murray Keating, 35, 21
26196, Maree Parry, 36, 38
18239, Will Forrest, 36, 46
19261, Anton Gilbert, 26, 46
20067, Anton Whittaker, 23, 33
13630, Anne Hamilton, 33, 43
15342, Karina Best, 44, 21
12074, Hazel Roberts, 30, 45
14548, Ella Hodgson, 46, 34
21032, Md Liu, 44, 43
10633, Sasha Garrett, 31, 38
19826, Marilyn McCabe, 35, 41
16240, Carlos Brennan, 46, 43
18674, Elena O'Rourke, 28, 29
16765, Jodi Christensen, 22, 23
32571, Wayne Morley, 48, 37
24028, Wendy Bowden, 21, 29
27136, Rebecca Hutchison, 44, 33
18887, Therese Humphrey, 21, 41
26794, Kel Golding, 25, 45
17282, Amanda Bryant, 30, 24
18603, Kyle Lovell, 26, 31
25190, Gregory Bennett, 34, 25
18724, Sheila Gunn, 42, 20
11021, Duncan Maher, 21, 34
13993, Elissa Kendall, 47, 31
29210, Marcel Clements, 44, 40
27239, Rita Bond, 27, 30
21319, Angelo Jenkins, 26, 44
13242, Dirk Fox, 25, 47
25896, Tess Harvey, 44, 24
10552, Aimee Hull, 24, 29
20058, Margaret Lang, 35, 49
25197, Clive Harper, 30, 48
23814, Ebony Flynn, 30, 43
19237, Jacquie Salter, 23, 45
10998, Elisa MacLean, 39, 32
17990, Kerrie Matheson, 22, 39
22098, Adrian Dyer, 44, 28
16871, Leeanne Kumar, 29, 34
19878, Priscilla Greig, 25, 22
15004, Kathryn Hoffmann, 43, 20
20387, Grace Baird, 44, 34
17745, Lance Mahony, 29, 39
19463, Stella Barber, 44, 48
10104, Felicity Burt, 37, 40
14251, Barrie Nicol, 48, 46
13575, Nic Dunne, 22, 32
19187, Karyn Bennett, 26, 41
20830, Andrew Hunt, 34, 31
25827, Ruby McKenzie, 45, 28
14458, Emma Flynn, 40, 31
23342, Amanda Webb, 29, 28
19095, Marc Yang, 49, 28
14359, Kent Schultz, 46, 36
25725, Kelly Schultz, 40, 24
27598, Larissa Pearson, 38, 34
26752, Yvonne Noonan, 38, 47
22520, Rebecca Jorgensen, 47, 49
15266, Stacey Seymour, 22, 39
16473, Ella Dunlop, 39, 45
21855, Marian Eddy, 24, 34
29944, Cara Johns, 20, 31
28527, James Rayner, 35, 40
18960, Cate Power, 25, 30
18698, Dale Mead, 27, 41
10498, Kristin Andrews, 33, 20
10593, Darcy Goodwin, 31, 28
28901, Holly Stone, 23, 31
11442, Georgia Paton, 45, 31
28711, Cheryl Cheng, 42, 41
15382, Janette Neville, 32, 27
26142, Therese Mahony, 38, 27
25517, Wesley Gough, 48, 34
14690, Eddy Forster, 35, 49
10948, Damien Cartwright, 49, 28
33860, Laurel Neale, 39, 21
19246, Juan Mortimer, 24, 44
10643, Noelene Haynes, 35, 28
15651, Glenda Hull, 27, 48
14532, Sean Moore, 25, 34
10398, Nathan Hillier, 41, 39
13995, Janette Wiseman, 30, 46
10090, Carlo Searle, 46, 26
21429, Wesley Atkins, 49, 48
18107, Tania Maloney, 42, 20
28859, Christopher Armstrong, 20, 45
15485, Taryn Perry, 44, 29
21502, Jessie Duncan, 36, 20
17912, Philip Thompson, 32, 37
22450, Frederick Hilton, 25, 33
19395, Jocelyn O'Leary, 31, 40
25895, Justin West, 38, 29
12009, Heather Dixon, 29, 32
10370, Kellie Thomas, 20, 40
15822, Eva Ong, 42, 47
16800, Molly Keane, 40, 45
30621, Kane Corcoran, 32, 46
29761, Keith Davies, 29, 22
11353, Nicholas Wood, 42, 49
19305, Meredith Gilmour, 28, 41
10516, Lawrence Kennedy, 46, 34
15126, Susie Ryan, 46, 25
21994, Kat Lawler, 45, 31
23594, Xavier Hodgson, 26, 29
20243, Lionel Shaw, 25, 45
19156, Mitch Kingston, 48, 21
24328, Tommy Doyle, 42, 33
13528, Valerie Pope, 47, 47
10732, Jacky Wu, 31, 47
14559, Corey Davey, 45, 27
10717, Val Ford, 30, 49
14540, Alf Muir, 20, 26
15962, Lynn Dale, 21, 21
22577, Elena Oates, 45, 45
13931, Ros Bassett, 28, 39
21458, Amelia Kingston, 36, 38
21595, Colleen Nash, 27, 27
16026, Jasmin Hopkins, 26, 20
11551, Desiree Lester, 49, 31
23851, Don Barrett, 37, 27
10569, Catriona McIntyre, 21, 23
17609, Roland Hyland, 48, 48
11314, Pip Murdoch, 29, 49
16405, Evelyn Sims, 37, 20
11289, Ray O'Brien, 28, 48
23580, Jules Holloway, 48, 24
10078, Helena Lee, 35, 39
18031, Elise Young, 39, 30
21470, Darrell Gates, 25, 42
24251, Donna Wallis, 33, 25
11306, Greg Parkinson, 25, 39
20896, Lachlan Summers, 32, 38
15943, James Holland, 28, 33
12270, Brodie McGuire, 37, 48
30684, Celia Egan, 37, 43
28637, Ella Carson, 23, 29
16727, Trina Adams, 44, 38
28015, Casey Robertson, 44, 30
14392, Rowena Aitken, 42, 44
13739, Warwick Kidd, 24, 49
11077, Lyndal Lowe, 24, 48
17385, Jacky Holden, 38, 35
12249, Gillian Currie, 28, 31
10809, Maureen Vaughan, 32, 27
15381, Prue Edwards, 45, 40
19803, Ken Martin, 20, 39
23729, Edwina Croft, 25, 42
24846, Marianne Hutton, 33, 32
12746, Maxwell Johnson, 23, 30
15764, Reece Barton, 45, 27
27867, Felix Dickson, 30, 28
23379, Jaime Ross, 35, 21
13531, Georgia Bowman, 41, 39
22203, Nicolas Matthews, 20, 20
19042, Timothy Blackburn, 42, 45
10461, Martha Clifton, 27, 33
14921, Cathryn West, 43, 42
20185, Lawrence Reardon, 42, 33
20375, Louise Beck, 41, 41
16923, Elizabeth Hogan, 42, 21
10211, Antony Tran, 40, 49
12101, Suzie Bartlett, 49, 46
17530, Gayle Cleary, 33, 35
16238, Dallas Barton, 48, 24
28297, Lincoln Clarke, 46, 45
16847, Rodney Hogg, 21, 37
17384, Alfred Weir, 28, 42
24071, Lina Ballard, 35, 26
20106, Amy Ellis, 25, 39
31813, Alicia Kelly, 27, 38
15235, Renae Oliver, 24, 20
18649, Marian Frost, 24, 47
14079, Dick Raymond, 35, 31
24689, Micheal Pike, 41, 28
10660, Lachlan Gillespie, 42, 33
25491, Kent Dixon, 39, 33
10810, Les Mortimer, 22, 27
15345, Pam Dyson, 37, 21
17956, Bernie McKenna, 43, 47
14288, Mohamed Malone, 44, 28
12791, Dominique Stevenson, 32, 35
14588, Camilla Wright, 35, 46
30329, Wayne Nichols, 21, 37
15251, Georgie Oates, 42, 39
13462, Danny Chapman, 46, 40
27262, Joshua Regan, 34, 32
16154, Clint Lamb, 29, 39
17448, Allen Harrison, 47, 29
26879, Tamara Cornish, 44, 20
12716, Phillip Warner, 38, 49
11368, Joel Cumming, 28, 34
12096, Debbie Savage, 23, 22
20222, Alf Winter, 43, 26
12929, Nikki Morris, 38, 27
14808, Rowan Carpenter, 46, 23
18020, Liza Arthur, 32, 48
13670, Alastair Morton, 48, 42
12962, Ross Moss, 41, 34
20364, Janet Jeffery, 48, 44
12934, Douglas Sullivan, 38, 29
27723, Karina Oates, 35, 22
25568, Cassandra Khan, 30, 29
11469, Liza Milne, 24, 28
23798, Jonathan Brook, 26, 30
30674, Dean Irving, 22, 41
10693, Connie Simmonds, 47, 47
26683, Gill Clark, 41, 47
10615, Cheryl Gleeson, 48, 44
23946, Clayton Rowley, 38, 35
13795, Marc Monaghan, 36, 45
16807, Gavin Glover, 24, 47
17400, Stacey Small, 49, 49
22482, Lionel Stone, 32, 25
11745, Ingrid Howarth, 22, 34
23749, Elisa Gunn, 32, 26
23504, Les Mathews, 42, 42
14448, Reg Warner, 27, 30
30296, Rowena Jolly, 48, 26
21440, Wally May, 46, 41
15624, Barrie Cullen, 40, 46
14614, Dani Schneider, 43, 47
15316, Lyndal Rae, 24, 21
13010, Lynette Lawler, 49, 40
30961, Ricky Sweeney, 32, 39
16162, Ashleigh Amos, 49, 38
27444, Julianne Masters, 37, 47
28383, Bruno Galea, 38, 30
10195, Vera Hudson, 48, 31
16342, Teresa Meyer, 21, 42
26718, Virginia Hancock, 43, 41
29710, Debbie Baker, 23, 35
23966, Michelle Flynn, 24, 49
17406, Kerry Crawford, 38, 38
19143, Adrienne Craig, 27, 49
12439, Hayley Montgomery, 21, 44
28204, Anna Browning, 48, 25
21104, Emmanuel Bray, 47, 42
25005, Luke Sutherland, 25, 43
19752, Raymond Miles, 28, 29
22138, Nola Huang, 28, 42
11352, Noelene Pickering, 22, 36
24978, Amie Newell, 35, 29
25050, Barrie Robinson, 24, 34
19987, Roman Sweeney, 31, 40
17582, Nathan Sharma, 32, 45
29089, Gabriel Field, 38, 28
27365, Jerome Ray, 37, 32
23620, Adele Cartwright, 46, 44
11033, Chloe Welch, 31, 42
12385, Priscilla Lau, 21, 25
14260, Sandi Matheson, 31, 46
18531, Cindy Shah, 28, 48
12707, Rohan MacLean, 43, 32
12872, Fran Hope, 32, 29
14085, Maggie Clarke, 41, 35
16479, Vickie Grant, 30, 28
11705, Cherry Beattie, 20, 29
27437, Dee Gordon, 34, 48
10974, Joe Drew, 37, 25
12996, Howard Callaghan, 45, 43
18559, Brenton Hull, 47, 41
18104, Dominic Dick, 20, 34
19453, Tamara Murphy, 42, 45
24578, Joe Orr, 24, 21
21851, Carly Ball, 22, 36
25259, Jacinta Hogan, 27, 24
28210, Elena Riley, 21, 46
14157, Penny Bird, 39, 31
33412, Emma Burns, 23, 42
20025, Bernard Chong, 48, 23
17926, Marisa McNamara, 49, 22
12319, Joseph Groves, 45, 49
15663, Maj Hogan, 28, 32
10282, Ronald Davies, 28, 22
13350, Mohammed Sinclair, 40, 24
22075, Clint Gee, 36, 39
11986, Edward Vella, 23, 48
17438, Chantelle Clayton, 22, 43
10196, Don Haines, 45, 40
20586, Emily Piper, 32, 37
13546, Gregory Kirk, 41, 37
18983, Cath Beer, 31, 40
13373, Amelia Godfrey, 36, 32
29219, Frances Potts, 43, 26
10197, Frank Wade, 25, 32
27248, Mandy Dobson, 47, 37
12593, Laura Chen, 28, 30
16824, Elaine Millar, 39, 29
18234, Harley Hurst, 46, 41
11156, Daniel McNeill, 23, 45
28163, Marcel Zhou, 49, 40
18004, Kristie Parker, 46, 31
18086, Lyndon McIntyre, 35, 41
16921, Harry Firth, 29, 26
17446, Judy Rankin, 28, 38
21146, Isabella Li, 39, 35
11587, Kelli Watt, 48, 31
12368, Lucy McLennan, 26, 21
21963, Marian Buckley, 41, 30
26611, Leeanne Wyatt, 34, 49
28817, Lynette McFarlane, 41, 46
13030, Beverley Porter, 22, 36
19681, Hilary Logan, 46, 34
15869, Petra Dean, 41, 30
27670, Drew McGuire, 33, 20
31604, Wes Neale, 44, 44
22179, Gayle Allan, 25, 49
20432, Garry Symons, 40, 49
23628, Josh McConnell, 45, 27
29281, Sabrina Zhao, 35, 38
16448, Eva Woolley, 22, 43
15103, Danny Turnbull, 45, 32
18807, Ros Jones, 33, 36
24583, Murray Muir, 23, 34
20928, Stefanie McNeill, 25, 22
12846, Rebekah Bruce, 21, 33
20470, Tiffany Bishop, 40, 37
13724, Robert Ray, 47, 42
28603, Johan Clements, 27, 49
16137, Jacqui Higgins, 32, 40
12187, Faye Carey, 48, 21
27108, Moira Fleming, 27, 42
11657, Doug Curtis, 36, 32
13908, Aj Searle, 46, 42
25863, Ric Burnett, 21, 47
18585, Ronald Mahony, 31, 28
11637, Brandon Hughes, 28, 48
24215, Karyn Brennan, 38, 29
18382, Agnes Kennedy, 22, 35
28181, Rosemary Johns, 49, 24
21048, Valerie Lake, 36, 36
16686, Dylan Mills, 20, 35
10168, Dad Raymond, 24, 31
13926, Ahmed Rice, 40, 34
20283, Eileen Brennan, 32, 37
11487, Phill Kent, 38, 21
23661, Jordan Johnston, 28, 32
21844, Cindy Drummond, 36, 36
26900, Clinton Rice, 22, 23
22510, Sheree McInnes, 30, 24
19446, Connie Harding, 28, 39
17540, Fiona Cumming, 23, 44
22211, Stanley Flynn, 23, 24
14353, Carlos O'Callaghan, 25, 23
14522, Pamela Tyler, 27, 26
27274, Erica Carr, 34, 32
18421, Johanna Breen, 35, 22
25275, Vickie Miller, 49, 49
18075, Lorna Pollard, 38, 34
14826, Joyce Duggan, 28, 41
12065, David Finn, 45, 21
19756, Norma Christensen, 24, 43
11884, Rex Sutton, 49, 21
17036, Lynn Duff, 33, 42
29968, Gerard Dwyer, 37, 43
31494, Dallas Crawford, 42, 42
16285, Quentin Ross, 26, 38
12202, Cam Carpenter, 21, 37
34398, Clare Bird, 30, 49
13379, Jacki Rigby, 42, 49
29600, Amanda Davison, 42, 41
17659, Ian Clancy, 33, 21
25202, Stacey Leung, 44, 30
13455, Shelley Costello, 22, 35
11208, Raj Potter, 45, 49
17645, Cheryl Khan, 28, 23
29781, Annabel MacPherson, 44, 36
15599, Moira Miles, 35, 37
24857, Sherry Palmer, 28, 21
16116, Brittany Summers, 22, 28
10234, Clive Baldwin, 38, 35
23607, Bob Vaughan, 20, 21
14994, Patrick Ingram, 20, 26
31180, Lynne Norris, 21, 49
13667, Katrina Finlay, 27, 38
20153, Debbie Willis, 48, 36
18457, Dylan Ryan, 37, 33
17722, Lily Duncan, 33, 39
12793, Tristan Mason, 24, 47
21834, Tricia Carr, 48, 25
18749, Wayne Birch, 31, 49
15372, Christian Raymond, 48, 44
25619, Teena Park, 24, 22
11895, Roxanne Munro, 38, 47
17499, Kay Shannon, 30, 47
29500, Mia Rae, 36, 27
10122, Margo Millar, 46, 29
15407, Miranda Lamb, 34, 43
15013, Geraldine Connor, 42, 33
10426, Jose Noonan, 49, 40
22114, Kenneth Nunn, 42, 20
25404, Donna Pope, 48, 33
12347, Dee Faulkner, 31, 49
19256, Bryce Bassett, 48, 38
26749, Len Prior, 39, 31
16729, Christopher Huang, 46, 24
29187, Neville Barry, 29, 23
23689, Lesley Haynes, 43, 23
20655, Travis McCabe, 24, 23
25420, Lucinda Xu, 37, 42
30015, Kris Hale, 33, 45
12824, Wally Riley, 25, 23
11376, Brandon Lindsay, 34, 37
17552, Neil Mullins, 33, 23
10959, Dominic Foster, 48, 35
23711, Cynthia Bain, 39, 26
16319, June Willis, 30, 35
11824, Maria McDonald, 49, 29
23402, Noel Hennessy, 46, 22
14919, Anna MacFarlane, 26, 20
20764, Chad Kirk, 37, 21
14565, Stefan Franklin, 46, 27
19202, Larry Swan, 35, 36
22826, Janet Harris, 34, 42
16741, Gerard Ridley, 49, 24
10483, Jen Roach, 33, 26
30429, Mario Garner, 29, 41
21918, Rachel Allen, 41, 43
12062, Rex Forbes, 36, 33
14060, Lin Jorgensen, 32, 26
16540, Edwin Seymour, 34, 21
10250, Ethan Neal, 35, 46
11631, Martin Dean, 42, 41
23416, Eddy Anderson, 39, 38
21897, Carolyn Clements, 29, 32
17488, Kerryn Neville, 47, 37
13040, Maryanne Rodgers, 42, 34
11062, Vikki Langford, 40, 38
20423, Pierre Brooks, 31, 21
12966, Brigitte Moon, 40, 23
13348, Jones Lacey, 36, 46
23282, Abby Lawler, 34, 46
16928, Val Willis, 20, 28
20072, Cath Hoffmann, 37, 49
15413, Kieran Hoffman, 25, 41
16721, Vivian Betts, 22, 33
20313, Hannah Bolton, 27, 22
21955, Maree Robb, 26, 34
16059, Lana Slade, 30, 40
10571, Roz Rae, 36, 21
25340, Christian Kay, 21, 20
26247, Corinne Hanley, 41, 37
21035, Doreen Atkinson, 21, 20
17781, Bradley Sharpe, 26, 48
19103, Maureen Sutton, 43, 39
21089, Cheryl Barry, 23, 39
13037, Leslie Lees, 29, 46
12908, Darcy O'Halloran, 39, 28
20104, Cam Lee, 20, 23
16434, Marc Caldwell, 33, 23
14847, Judy Mills, 45, 44
11694, Angela Luke, 35, 45
11869, Sonya Keen, 26, 36
10203, Ellen Condon, 48, 24
14025, Mal Truong, 20, 20
13767, Roman Dunne, 20, 34
16564, Colin Avery, 30, 43
17763, Chrissy Walters, 38, 45
18248, Leeanne Simpson, 32, 28
11790, Carl Barker, 45, 34
11597, Carl Murray, 42, 46
25549, Lin Rayner, 20, 40
20258, Gabrielle McCormack, 32, 49
16325, Aaron Lai, 26, 26
18173, Leanne Street, 41, 41
10466, Jody Fraser, 36, 20
15683, Evelyn Ford, 20, 43
21215, Diana Wheatley, 49, 34
12818, Marisa Larsen, 22, 21
16780, Marilyn Clifton, 41, 36
17374, Brenton Leong, 28, 42
12157, Jeff Richards, 40, 35
10993, Brianna Matthews, 26, 35
10992, Jill Bentley, 27, 28
18934, Alastair Fernando, 43, 34
25724, Anne-Marie McLean, 41, 20
11214, Chris Schneider, 21, 45
21044, Sandra Betts, 24, 48
15771, Leeanne Wheeler, 33, 48
13481, Brenton Leonard, 25, 22
11565, Christie McLennan, 37, 27
33331, Josephine Terry, 27, 42
12072, Jan Gibson, 49, 45
23555, Sandy Dyson, 37, 27
34080, Prue Gleeson, 22, 44
20871, Brendon Gale, 34, 27
19671, Margo Nicholson, 25, 40
17621, Cathy Thomas, 34, 28
17091, Leslie Molloy, 28, 20
22122, Esther Douglas, 35, 30
23196, Tara Terry, 48, 28
15968, Keith Madden, 27, 29
25990, Emily Franklin, 45, 42
14924, Stanley Millar, 49, 23
22054, Alex Cassidy, 43, 34
13283, Hazel Adamson, 35, 23
11846, Susie McLachlan, 46, 23
12491, Juanita Stuart, 33, 43
22844, Cam Turnbull, 43, 33
14646, Bethany Leonard, 34, 35
14116, Andrew Raymond, 20, 37
10837, Dion Truong, 40, 37
29953, Kathie Pike, 44, 36
13044, Kris Evans, 40, 49
22206, Corinne Tucker, 22, 28
11355, Teena Clancy, 43, 48
16855, Kerri Hood, 23, 42
10236, Melissa Robb, 20, 39
19818, Adrian Judd, 26, 49
17633, Joe Guy, 37, 21
11102, Marty Irvine, 38, 43
10041, Dirk Rayner, 34, 32
24567, Ray Masters, 32, 47
14186, Kane Olsen, 37, 32
10235, Ashleigh Clements, 47, 29
22795, Kelli Costello, 48, 23
12778, Kieran Edwards, 22, 44
16312, Mat Barry, 46, 22
21356, Darren Jolly, 37, 30
19684, Priscilla Forsyth, 34, 26
14188, Lewis Patterson, 45, 24
16044, Frank Godfrey, 28, 22
13214, Raelene Parry, 23, 43
17937, Patricia O'Reilly, 46, 47
21023, Kane Giles, 42, 47
14544, Stanley Coles, 41, 37
20909, Fraser Bradford, 47, 26
20954, Betty Egan, 32, 40
14857, Bridget Walter, 44, 46
16121, Byron Sweeney, 40, 25
31360, Suzanne Rutherford, 48, 36
12814, Cherry Ferguson, 34, 47
21432, Eddie Carson, 36, 38
12426, Johan Charlton, 25, 28
17921, Vicky Bright, 34, 24
23049, Jennifer Read, 36, 20
26603, Thomas McGrath, 38, 48
18474, Coral Joyce, 23, 46
20398, Laurence Cavanagh, 25, 43
24063, Ally Wilkinson, 40, 38
19178, Mandy McMahon, 49, 21
14502, Beverly Larsen, 29, 28
10625, Lena Nielsen, 24, 40
12015, Krystal Hudson, 32, 40
11732, Meg Crowley, 38, 30
22639, Jeffrey Blake, 49, 27
19006, Estelle Baker, 20, 29
14144, Melanie Walters, 39, 28
22466, Kelvin Brand, 29, 31
13074, Nathan Gates, 39, 26
25243, Dorothy Payne, 47, 40
27935, Ruby Logan, 30, 39
11916, Jacqueline Leach, 49, 28
10222, Lyndall Green, 28, 21
14344, Victor Reeves, 22, 21
13211, Andrew Hanna, 29, 29
17321, Edwin Gale, 40, 45
14623, Rene Johnston, 44, 27
13824, Pauline O'Reilly, 47, 49
17425, Darren Edmonds, 38, 20
14886, Michaela Withers, 21, 26
14455, Tommy Moss, 28, 45
13054, Louisa West, 46, 27
14950, Marilyn Carson, 36, 25
13289, Leonie Thornton, 42, 49
16404, Justine Poole, 26, 45
30125, Janet Egan, 36, 26
19373, Peta Ferguson, 26, 27
25703, Gene Austin, 33, 27
27185, Matthew Duff, 22, 30
20324, Sonya Carmichael, 37, 30
21154, Kane Dickson, 27, 47
22441, Tony Hoare, 46, 23
23610, Gabriel Morley, 40, 20
11849, Jean Ingram, 48, 44
13297, Leslie Milne, 43, 22
21265, Isaac Dunne, 22, 24
26672, Marcia Randall, 34, 40
16708, Shona Houghton, 21, 26
11625, Deborah Yang, 24, 41
13329, Hayden Hilton, 36, 43
16943, Jenni Morrow, 43, 44
19980, Lewis Cole, 31, 28
23488, Gayle Mortimer, 23, 25
17968, Rachelle Graham, 30, 28
17308, Isabelle Russell, 48, 39
30030, Daisy Glover, 37, 27
24162, Rhonda Chung, 40, 34
32960, Kristie Dickinson, 27, 43
11518, Jayden Franklin, 38, 30
16265, Alastair Reynolds, 31, 35
18452, Monica Kane, 32, 33
25204, Colin Short, 41, 32
23388, Georgie Reynolds, 43, 39
20345, Karyn Mullins, 38, 45
20937, Vic Kumar, 21, 42
14728, Gary Morris, 36, 33
21454, Jody Moran, 43, 49
15929, Bill Kruger, 26, 24
21415, Candice Bloomfield, 29, 41
14620, Rosie Johns, 46, 32
19173, Jocelyn McLeod, 21, 49
19954, Cassandra McIntyre, 36, 29
17104, Marco Hackett, 21, 31
21087, Todd Christie, 44, 32
14497, Aidan Cornish, 31, 34
21588, Gus Malone, 39, 28
22472, Alastair Norris, 42, 28
11629, Sunil Davidson, 40, 37
10473, Johanna Black, 28, 34
16126, Frances Duggan, 35, 48
27074, Darryn Miles, 29, 42
18095, Eliza Kendall, 24, 43
12977, Ralph Kerr, 28, 22
13655, Annette Thompson, 23, 41
22418, Felicity Wallis, 42, 42
23429, Rory Griffiths, 21, 46
17453, Kristy Wild, 22, 24
20895, Chantal O'Keefe, 22, 49
16252, Elisa Payne, 41, 26
23263, Mohamed Robb, 49, 45
11739, Jenna McGuire, 39, 38
16797, Josh Hansen, 21, 32
10926, Laurel Cameron, 24, 26
11520, Katie Findlay, 45, 28
14207, Leisa Hood, 32, 45
11019, Philip Paton, 44, 45
34514, Sam Lamb, 43, 21
11904, Victor Crowley, 38, 38
17167, Darren Paton, 26, 36
12523, Aaron Morris, 48, 21
22539, Jamie Beasley, 28, 33
10773, Dad Collier, 41, 42
14091, Rachael Byrnes, 37, 33
13028, Lara Spencer, 28, 47
24394, Susanne Lu, 40, 24
13998, Francesca Hills, 42, 42
10899, Casey Slattery, 28, 27
15242, Patrica Watt, 21, 25
11476, Judith Kim, 38, 37
10546, Polly Carmichael, 21, 30
22263, Rochelle Kemp, 44, 33
29025, Lawrence Bates, 30, 45
15072, Jess Woodward, 49, 46
17469, Kenneth Finn, 38, 27
13271, Rudy Conroy, 27, 28
30608, Gavin McKenzie, 33, 39
22874, Glenda Hamilton, 48, 47
14967, Linda Lancaster, 27, 33
16406, Jaclyn Sutton, 46, 23
24213, Pat Davey, 48, 26
15982, Medical Hill, 22, 32
14642, Oscar McIntosh, 39, 20
22106, Edward Rogers, 21, 38
13566, Caroline Kelly, 27, 47
16411, Geraldine Rae, 44, 36
19398, Brendon Rowland, 41, 37
13699, Gary Muir, 32, 25
23666, Wade Howell, 23, 39
11813, Susie Watt, 21, 39
11572, Georgie Black, 39, 22
22533, Dennis Harvey, 40, 40
24247, Holly Mooney, 37, 39
30940, Cecilia Randall, 47, 35
25177, Di McCallum, 22, 27
28758, Miles Preston, 33, 48
22490, Xavier O'Sullivan, 29, 23
32692, Jared Blake, 42, 27
14733, Priscilla Morley, 29, 29
13806, Corinne Nugent, 41, 25
10047, Toby Searle, 36, 40
32731, Carly Hope, 26, 45
25225, Ralph Condon, 22, 35
18694, Daryl Liu, 25, 37
10006, Pieter Xu, 32, 42
17753, Jeff Edwards, 41, 37
16284, Josie McCormack, 39, 28
11537, Bradley Shaw, 25, 37
10175, Carlos Tonkin, 28, 36
22258, Norma Jackson, 31, 33
26505, Eddy Duggan, 48, 42
13690, Pam Power, 21, 27
28484, Ross Barnett, 41, 31
13269, Kenneth McCormack, 48, 22
16752, Francesca Andrews, 22, 40
30904, Deb Shannon, 20, 29
29335, Zac Burnett, 46, 37
26091, Jacky Zhao, 42, 48
11613, Corey Holland, 32, 25
16254, Erik Atkinson, 24, 28
15526, Jp Tran, 39, 42
15184, Judi Rayner, 37, 35
20943, Con Pollard, 47, 37
32750, Emma Malone, 39, 37
14273, Garry Dodd, 46, 31
30877, Rochelle Benson, 22, 40
14983, William Phillips, 37, 49
22163, Mervyn Lawrence, 28, 44
15903, Carl Barker, 29, 46
24197, Esther Tran, 23, 47
12864, Sharron McLennan, 26, 24
16376, Nadia Wheatley, 34, 38
23665, Rebbecca Lacey, 49, 29
15692, Marina McLennan, 49, 25
11975, Fraser Ireland, 25, 40
22808, Jaclyn Higgins, 27, 37
19489, Wes Daley, 25, 22
12304, Robyn Wallace, 49, 31
29370, Daniel Dawes, 28, 42
19377, Philippa Weir, 30, 45
11712, Evelyn Conway, 24, 49
29236, Drew Madden, 47, 31
16818, Fred Pope, 22, 23
19063, Lee Sykes, 40, 29
27554, Karl Clifton, 23, 41
20333, Mal Huynh, 22, 48
19195, Colleen Chamberlain, 41, 35
31989, Erica Mullins, 22, 23
32158, Eugene Nicholson, 44, 27
21208, Barry Gilbert, 38, 48
31340, Melanie Corcoran, 43, 42
12820, Kristina Archer, 44, 42
27888, Karla Lamb, 25, 39
18909, Cathryn Pickering, 37, 34
21372, Olga Perry, 41, 47
13896, Jeffrey Wright, 20, 47
17883, Lily Finn, 46, 37
12459, Brian Hoffmann, 27, 21
12401, Hugh John, 36, 37
